loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,application_date,loan_status,age,age_group,gender,employment_status,annual_income,income_group,credit_score,credit_score_group,city,province,branch_name,approved_flag,rejected_flag,defaulted_flag
9305,1511,Business Loan,154484.17,15.15,36,2023-04-21,Approved,70,66+,Female,Self-employed,52803,Middle Income,503,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9306,1113,Business Loan,22548.39,10.09,48,2023-12-25,Approved,25,18-25,Female,Self-employed,84970,High Income,751,Very Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9307,1888,Personal Loan,23351.52,7.36,60,2024-10-12,Approved,61,51-65,Male,Full-time,84623,High Income,712,Good,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9308,1506,Personal Loan,7627.13,14.98,24,2023-01-31,Defaulted,49,36-50,Male,Full-time,64350,Middle Income,616,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,1
9309,1506,Personal Loan,31698.44,11.18,300,2024-06-04,Approved,49,36-50,Male,Full-time,64350,Middle Income,616,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9310,1264,Personal Loan,26376.86,6.53,48,2024-04-11,Rejected,26,26-35,Female,Full-time,89282,High Income,725,Good,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9311,1411,Auto Loan,19477.16,9.04,24,2024-06-10,Paid Off,63,51-65,Male,Full-time,87361,High Income,707,Good,Calgary,Alberta,Calgary Main Branch,0,0,0
9312,1479,Business Loan,66605.36,16.35,36,2023-01-16,Approved,69,66+,Female,Full-time,67413,Middle Income,585,Fair,Calgary,Alberta,Calgary Main Branch,1,0,0
9313,1621,Personal Loan,12843.88,7.65,24,2024-10-16,Approved,52,51-65,Male,Full-time,73224,High Income,722,Good,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9314,1836,Mortgage,390306.18,16.72,300,2024-01-29,Rejected,39,36-50,Female,Full-time,63833,Middle Income,525,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,1,0
9315,1732,Personal Loan,21930.19,10.67,12,2023-12-24,Rejected,56,51-65,Male,Full-time,91628,High Income,638,Fair,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9316,1613,Auto Loan,25582.41,9.19,24,2023-06-05,Approved,53,51-65,Female,Unemployed,16674,Low Income,611,Fair,Regina,Saskatchewan,Regina Main Branch,1,0,0
9317,1502,Personal Loan,28869.66,16.46,48,2024-03-02,Approved,18,18-25,Male,Retired,56866,Middle Income,572,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9318,1206,Mortgage,213444.4,16.01,36,2024-03-15,Defaulted,23,18-25,Male,Unemployed,21773,Low Income,575,Poor,Regina,Saskatchewan,Regina Main Branch,0,0,1
9319,1156,Mortgage,416178.07,11.99,24,2023-06-29,Defaulted,32,26-35,Male,Student,25215,Low Income,359,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,1
9320,1156,Mortgage,512054.38,10.93,12,2024-02-08,Approved,32,26-35,Male,Student,25215,Low Income,359,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9321,1067,Student Loan,15152.77,15.3,36,2024-11-03,Approved,31,26-35,Female,Full-time,51722,Middle Income,564,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9322,1044,Auto Loan,24966.76,11.91,36,2024-12-23,Approved,54,51-65,Male,Part-time,34271,Middle Income,537,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9323,1256,Mortgage,540756.87,9.14,300,2024-06-28,Paid Off,69,66+,Female,Self-employed,38140,Middle Income,631,Fair,Brampton,Ontario,Brampton Main Branch,0,0,0
9324,1993,Personal Loan,17850.34,10.06,12,2023-02-07,Approved,43,36-50,Male,Full-time,49968,Middle Income,581,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9325,1410,Personal Loan,10721.81,12.62,60,2024-05-16,Approved,57,51-65,Female,Full-time,61455,Middle Income,589,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9326,1809,Auto Loan,47092.94,11.34,48,2023-03-15,Paid Off,65,51-65,Female,Full-time,78942,High Income,613,Fair,Surrey,British Columbia,Surrey Main Branch,0,0,0
9327,1809,Auto Loan,40758.06,14.06,240,2024-01-20,Approved,65,51-65,Female,Full-time,78942,High Income,613,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9328,1961,Business Loan,73474.78,10.19,48,2024-06-24,Approved,67,66+,Female,Self-employed,72400,High Income,614,Fair,Calgary,Alberta,Calgary Main Branch,1,0,0
9329,1337,Personal Loan,17910.41,15.51,60,2024-02-07,Approved,52,51-65,Male,Part-time,42687,Middle Income,569,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9330,1968,Personal Loan,26193.84,13.74,300,2023-01-09,Approved,59,51-65,Male,Full-time,90731,High Income,477,Poor,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9331,1968,Mortgage,459126.04,12.75,60,2024-04-29,Approved,59,51-65,Male,Full-time,90731,High Income,477,Poor,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9332,1683,Personal Loan,11429.71,10.7,36,2024-03-21,Approved,22,18-25,Male,Full-time,79896,High Income,619,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9333,1214,Auto Loan,17774.57,13.69,24,2023-06-23,Rejected,61,51-65,Male,Part-time,34201,Middle Income,373,Poor,Surrey,British Columbia,Surrey Main Branch,0,1,0
9334,1311,Personal Loan,15915.89,8.76,36,2023-01-27,Approved,36,36-50,Male,Self-employed,110272,High Income,638,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9335,1311,Personal Loan,25920.49,10.54,120,2024-04-16,Approved,36,36-50,Male,Self-employed,110272,High Income,638,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9336,1172,Auto Loan,22422.27,6.43,60,2024-12-23,Approved,62,51-65,Male,Full-time,73190,High Income,667,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9337,1430,Personal Loan,15897.28,8.43,240,2023-05-12,Approved,46,36-50,Male,Student,13948,Low Income,650,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9338,1475,Mortgage,422683.71,10.51,12,2024-08-06,Rejected,21,18-25,Male,Self-employed,127167,Very High Income,653,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9339,1536,Personal Loan,20389.57,14.33,240,2024-08-18,Rejected,33,26-35,Female,Unemployed,21246,Low Income,440,Poor,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9340,1359,Personal Loan,18642.56,7.1,48,2024-02-27,Approved,47,36-50,Male,Full-time,110796,High Income,750,Very Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9341,1023,Personal Loan,19783.84,15.68,36,2024-12-05,Approved,61,51-65,Female,Full-time,77186,High Income,556,Poor,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9342,1023,Student Loan,29455.57,16.06,120,2023-07-12,Paid Off,61,51-65,Female,Full-time,77186,High Income,556,Poor,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9343,1772,Personal Loan,24250.37,15.76,24,2024-03-13,Approved,32,26-35,Male,Part-time,38381,Middle Income,599,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9344,1772,Business Loan,144758.18,11.88,60,2024-06-07,Rejected,32,26-35,Male,Part-time,38381,Middle Income,599,Fair,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9345,1324,Mortgage,205606.73,16.71,36,2023-05-17,Defaulted,55,51-65,Male,Student,19117,Low Income,529,Poor,Quebec City,Quebec,Quebec City Main Branch,0,0,1
9346,1433,Student Loan,22742.78,13.69,48,2023-02-21,Approved,52,51-65,Male,Self-employed,124632,Very High Income,659,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9347,1442,Business Loan,101155.3,9.73,300,2024-08-29,Approved,18,18-25,Male,Full-time,56401,Middle Income,610,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9348,1770,Auto Loan,27348.87,7.35,36,2024-02-06,Rejected,66,66+,Female,Part-time,58282,Middle Income,746,Very Good,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9349,1261,Business Loan,106754.97,17.57,12,2023-04-23,Approved,65,51-65,Female,Part-time,40064,Middle Income,519,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9350,1625,Auto Loan,15657.28,10.32,60,2024-11-30,Approved,53,51-65,Female,Self-employed,59916,Middle Income,732,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9351,1552,Student Loan,10658.26,12.99,48,2024-02-03,Approved,48,36-50,Male,Full-time,64717,Middle Income,580,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9352,1762,Personal Loan,23617.25,11.61,24,2023-05-10,Approved,54,51-65,Male,Self-employed,68206,Middle Income,622,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9353,1164,Auto Loan,30284.98,12.21,120,2024-12-24,Approved,66,66+,Female,Full-time,90984,High Income,630,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9354,1856,Mortgage,261009.1,8.11,24,2023-08-20,Approved,40,36-50,Female,Self-employed,126939,Very High Income,648,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9355,1938,Business Loan,117086.16,10.2,300,2024-07-08,Rejected,30,26-35,Female,Full-time,67530,Middle Income,620,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9356,1045,Student Loan,20725.29,10.51,24,2023-09-20,Approved,68,66+,Male,Full-time,81259,High Income,655,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9357,1045,Personal Loan,25171.4,10.56,120,2023-12-13,Approved,68,66+,Male,Full-time,81259,High Income,655,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9358,1104,Personal Loan,5353.25,10.16,60,2023-12-10,Approved,32,26-35,Male,Self-employed,51818,Middle Income,635,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9359,1323,Mortgage,483299.6,11.58,36,2024-03-29,Paid Off,53,51-65,Female,Full-time,76749,High Income,610,Fair,Toronto,Ontario,Toronto Main Branch,0,0,0
9360,1305,Business Loan,119614.69,14.51,24,2023-04-10,Approved,22,18-25,Female,Full-time,60070,Middle Income,464,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9361,1283,Mortgage,420041.7,18.03,48,2024-10-03,Rejected,35,26-35,Female,Student,25889,Low Income,537,Poor,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9362,1054,Personal Loan,24488.86,18.85,24,2023-05-18,Approved,67,66+,Female,Full-time,67041,Middle Income,531,Poor,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9363,1880,Personal Loan,24722.75,18.73,60,2023-06-22,Approved,25,18-25,Female,Part-time,34355,Middle Income,574,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9364,1102,Auto Loan,30874.92,12.42,300,2024-08-04,Approved,58,51-65,Female,Full-time,98062,High Income,576,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9365,1576,Auto Loan,36324.84,6.11,240,2024-08-26,Approved,60,51-65,Female,Full-time,76613,High Income,660,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9366,1632,Mortgage,241299.78,9.95,48,2023-12-14,Rejected,49,36-50,Female,Student,12722,Low Income,541,Poor,Brampton,Ontario,Brampton Main Branch,0,1,0
9367,1439,Business Loan,66395.25,7.05,60,2024-05-22,Approved,53,51-65,Female,Full-time,105653,High Income,755,Very Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9368,1215,Business Loan,39589.79,9.94,24,2024-02-29,Approved,41,36-50,Male,Full-time,46696,Middle Income,640,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9369,1614,Auto Loan,42568.01,18.78,24,2024-07-18,Rejected,42,36-50,Female,Full-time,45230,Middle Income,566,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9370,1186,Personal Loan,29232.7,9.09,36,2024-04-01,Rejected,70,66+,Female,Student,12000,Low Income,614,Fair,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9371,1101,Personal Loan,24145.55,7.74,36,2024-07-21,Approved,62,51-65,Male,Student,28147,Low Income,652,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9372,1101,Mortgage,278862.99,10.73,48,2024-06-05,Approved,62,51-65,Male,Student,28147,Low Income,652,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9373,1173,Auto Loan,39882.19,13.46,240,2024-09-04,Approved,32,26-35,Male,Full-time,56795,Middle Income,632,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9374,1173,Personal Loan,9226.01,11.83,60,2024-08-17,Approved,32,26-35,Male,Full-time,56795,Middle Income,632,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9375,1668,Student Loan,17164.22,19.91,60,2024-07-06,Approved,29,26-35,Female,Part-time,29017,Low Income,538,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9376,1927,Business Loan,46044.81,11.93,60,2023-10-10,Approved,27,26-35,Male,Self-employed,31920,Middle Income,613,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9377,1314,Auto Loan,16489.62,14.5,48,2024-09-23,Rejected,20,18-25,Female,Part-time,45167,Middle Income,483,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,1,0
9378,1199,Personal Loan,15512.89,10.09,48,2024-01-06,Approved,18,18-25,Male,Self-employed,74547,High Income,525,Poor,Surrey,British Columbia,Surrey Main Branch,1,0,0
9379,1580,Personal Loan,5268.01,11.06,120,2024-06-12,Approved,18,18-25,Male,Student,34043,Middle Income,607,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9380,1580,Auto Loan,50819.31,9.28,240,2024-02-13,Approved,18,18-25,Male,Student,34043,Middle Income,607,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9381,1601,Business Loan,152739.47,12.04,24,2023-10-29,Approved,27,26-35,Male,Full-time,69371,Middle Income,639,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9382,1545,Business Loan,48131.62,14.04,60,2023-03-20,Approved,54,51-65,Female,Full-time,56068,Middle Income,581,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9383,1873,Business Loan,115753.66,6.89,60,2023-04-21,Approved,18,18-25,Female,Part-time,34977,Middle Income,681,Good,Surrey,British Columbia,Surrey Main Branch,1,0,0
9384,1118,Business Loan,104714.56,13.26,12,2023-08-04,Approved,25,18-25,Female,Part-time,37812,Middle Income,579,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9385,1967,Mortgage,399037.44,15.07,60,2024-02-24,Approved,45,36-50,Male,Part-time,32713,Middle Income,479,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9386,1401,Personal Loan,18709.21,11.2,240,2024-12-26,Approved,49,36-50,Male,Unemployed,12000,Low Income,613,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9387,1999,Mortgage,183247.37,9.84,12,2023-03-20,Approved,69,66+,Male,Part-time,48950,Middle Income,676,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9388,1875,Student Loan,27488.11,9.06,300,2023-05-30,Approved,57,51-65,Female,Full-time,106968,High Income,677,Good,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9389,1290,Personal Loan,15707.49,17.71,48,2023-12-18,Approved,40,36-50,Male,Full-time,96295,High Income,561,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9390,1531,Personal Loan,24122.45,10.98,24,2023-07-04,Rejected,47,36-50,Male,Full-time,103637,High Income,637,Fair,Brampton,Ontario,Brampton Main Branch,0,1,0
9391,1306,Personal Loan,17117.08,13.21,36,2024-01-06,Paid Off,54,51-65,Female,Unemployed,14526,Low Income,496,Poor,Ottawa,Ontario,Ottawa Main Branch,0,0,0
9392,1945,Mortgage,246169.26,9.61,24,2023-01-31,Rejected,40,36-50,Female,Full-time,65453,Middle Income,672,Good,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9393,1759,Business Loan,104633.72,9.88,60,2023-10-28,Approved,33,26-35,Male,Full-time,72298,High Income,649,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9394,1270,Auto Loan,31796.45,12.5,12,2023-08-28,Paid Off,53,51-65,Female,Full-time,70778,High Income,674,Good,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,0
9395,1438,Business Loan,129379.11,5.97,60,2024-07-19,Approved,24,18-25,Male,Self-employed,72826,High Income,741,Very Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9396,1438,Business Loan,91496.12,6.51,24,2024-04-13,Defaulted,24,18-25,Male,Self-employed,72826,High Income,741,Very Good,Brampton,Ontario,Brampton Main Branch,0,0,1
9397,1017,Auto Loan,24332.72,14.48,12,2024-02-15,Paid Off,41,36-50,Male,Full-time,112340,High Income,528,Poor,Edmonton,Alberta,Edmonton Main Branch,0,0,0
9398,1373,Auto Loan,36425.38,7.44,12,2024-09-29,Approved,50,36-50,Male,Full-time,83633,High Income,633,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9399,1570,Auto Loan,37586.49,13.78,300,2024-09-08,Approved,29,26-35,Female,Self-employed,59316,Middle Income,581,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9400,1544,Personal Loan,41476.4,14.18,300,2023-03-24,Approved,47,36-50,Male,Student,33918,Middle Income,520,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9401,1365,Auto Loan,38531.73,9.3,36,2023-09-08,Approved,44,36-50,Female,Full-time,83182,High Income,622,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9402,1700,Mortgage,380869.77,3.0,60,2023-05-24,Paid Off,57,51-65,Female,Self-employed,129311,Very High Income,760,Very Good,Ottawa,Ontario,Ottawa Main Branch,0,0,0
9403,1939,Mortgage,594174.93,14.96,24,2024-03-24,Approved,60,51-65,Female,Student,12000,Low Income,518,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9404,1955,Personal Loan,20079.97,8.47,36,2023-10-12,Approved,20,18-25,Male,Full-time,72420,High Income,676,Good,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9405,1862,Mortgage,526653.16,9.5,60,2024-09-01,Rejected,36,36-50,Female,Retired,30952,Middle Income,741,Very Good,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9406,1213,Personal Loan,17207.65,14.02,60,2024-11-06,Approved,59,51-65,Female,Part-time,39106,Middle Income,581,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9407,1213,Auto Loan,23366.58,11.39,300,2023-02-19,Approved,59,51-65,Female,Part-time,39106,Middle Income,581,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9408,1151,Business Loan,115272.01,7.64,60,2023-03-02,Approved,43,36-50,Male,Retired,66418,Middle Income,633,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9409,1158,Personal Loan,13251.28,12.94,240,2023-01-29,Rejected,43,36-50,Male,Full-time,81518,High Income,565,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9410,1756,Business Loan,10944.61,11.92,48,2023-01-12,Approved,62,51-65,Female,Student,12000,Low Income,500,Poor,Surrey,British Columbia,Surrey Main Branch,1,0,0
9411,1234,Personal Loan,6390.25,12.38,48,2023-01-28,Rejected,19,18-25,Male,Part-time,45747,Middle Income,658,Fair,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9412,1585,Mortgage,160617.37,13.51,300,2023-06-15,Approved,61,51-65,Male,Retired,51985,Middle Income,578,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9413,1310,Personal Loan,12893.29,9.96,300,2023-05-01,Approved,52,51-65,Female,Full-time,69528,Middle Income,650,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9414,1310,Personal Loan,16232.21,9.37,60,2023-09-10,Approved,52,51-65,Female,Full-time,69528,Middle Income,650,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9415,1166,Auto Loan,43054.57,6.12,60,2023-04-08,Rejected,49,36-50,Male,Full-time,81837,High Income,634,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9416,1494,Personal Loan,16007.6,16.23,240,2023-06-14,Approved,43,36-50,Female,Student,17858,Low Income,548,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9417,1372,Personal Loan,16603.3,16.47,120,2023-06-26,Paid Off,64,51-65,Male,Full-time,84557,High Income,543,Poor,Regina,Saskatchewan,Regina Main Branch,0,0,0
9418,1783,Personal Loan,20921.45,11.7,36,2024-01-28,Approved,33,26-35,Male,Full-time,68098,Middle Income,651,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9419,1187,Mortgage,277219.8,6.88,300,2023-05-11,Approved,23,18-25,Female,Full-time,92272,High Income,799,Very Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9420,1187,Student Loan,19925.33,5.94,36,2023-01-31,Approved,23,18-25,Female,Full-time,92272,High Income,799,Very Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9421,1273,Personal Loan,10765.03,3.83,60,2023-02-15,Approved,20,18-25,Female,Full-time,85273,High Income,752,Very Good,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9422,1588,Auto Loan,31861.36,7.79,300,2024-06-09,Defaulted,29,26-35,Male,Retired,70136,High Income,629,Fair,Quebec City,Quebec,Quebec City Main Branch,0,0,1
9423,1936,Auto Loan,23664.11,12.98,60,2024-12-29,Rejected,70,66+,Male,Student,16276,Low Income,493,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9424,1936,Mortgage,416572.08,12.2,48,2024-02-12,Approved,70,66+,Male,Student,16276,Low Income,493,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9425,1906,Business Loan,105434.13,13.14,300,2023-07-27,Approved,55,51-65,Female,Part-time,43319,Middle Income,639,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9426,1490,Personal Loan,14005.03,11.77,36,2023-05-16,Defaulted,36,36-50,Male,Part-time,31962,Middle Income,515,Poor,Calgary,Alberta,Calgary Main Branch,0,0,1
9427,1135,Personal Loan,19717.5,13.14,240,2023-12-26,Paid Off,41,36-50,Female,Full-time,29238,Low Income,591,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,0,0
9428,1870,Auto Loan,37996.19,10.3,300,2023-08-22,Approved,62,51-65,Female,Part-time,57921,Middle Income,670,Good,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9429,1963,Auto Loan,26263.37,15.88,12,2024-12-16,Approved,36,36-50,Male,Full-time,74535,High Income,552,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9430,1826,Mortgage,399506.77,10.2,12,2024-06-16,Approved,50,36-50,Female,Self-employed,102508,High Income,651,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9431,1825,Personal Loan,19052.41,15.99,60,2024-01-25,Rejected,22,18-25,Male,Student,31048,Middle Income,577,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9432,1831,Personal Loan,21948.3,18.3,300,2023-06-04,Approved,66,66+,Female,Student,34275,Middle Income,483,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9433,1831,Auto Loan,35458.34,13.11,12,2023-04-03,Defaulted,66,66+,Female,Student,34275,Middle Income,483,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,1
9434,1124,Personal Loan,2000.0,12.93,12,2023-05-18,Approved,56,51-65,Male,Full-time,69339,Middle Income,542,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9435,1977,Auto Loan,37978.07,9.14,48,2023-03-30,Paid Off,63,51-65,Male,Full-time,62401,Middle Income,613,Fair,Halifax,Nova Scotia,Halifax Main Branch,0,0,0
9436,1309,Student Loan,7840.22,12.62,60,2023-02-26,Paid Off,58,51-65,Male,Full-time,84174,High Income,598,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,0
9437,1429,Auto Loan,17974.85,16.31,60,2023-02-23,Paid Off,56,51-65,Male,Full-time,89621,High Income,626,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,0
9438,1624,Personal Loan,24266.43,8.03,24,2024-01-01,Paid Off,65,51-65,Male,Part-time,57594,Middle Income,652,Fair,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9439,1165,Personal Loan,25625.88,6.76,36,2024-02-05,Paid Off,69,66+,Male,Full-time,80342,High Income,680,Good,Surrey,British Columbia,Surrey Main Branch,0,0,0
9440,1590,Personal Loan,9034.97,11.33,60,2023-07-01,Approved,63,51-65,Male,Self-employed,87213,High Income,671,Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9441,1257,Mortgage,384318.71,10.37,120,2024-08-21,Approved,51,51-65,Male,Part-time,12000,Low Income,572,Poor,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9442,1360,Mortgage,319673.48,12.36,240,2024-10-12,Approved,55,51-65,Female,Part-time,26269,Low Income,467,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9443,1901,Student Loan,12665.52,19.04,36,2023-10-04,Approved,28,26-35,Male,Part-time,35652,Middle Income,567,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9444,1437,Business Loan,49166.94,13.4,24,2023-01-17,Defaulted,30,26-35,Male,Full-time,96469,High Income,650,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,1
9445,1122,Student Loan,20564.53,10.5,36,2024-07-02,Approved,22,18-25,Male,Retired,34215,Middle Income,543,Poor,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9446,1122,Personal Loan,14807.44,17.05,12,2023-05-05,Approved,22,18-25,Male,Retired,34215,Middle Income,543,Poor,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9447,1634,Mortgage,336827.69,14.53,60,2023-11-27,Rejected,29,26-35,Male,Retired,62491,Middle Income,590,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,0,1,0
9448,1634,Business Loan,93559.49,16.11,300,2024-09-19,Approved,29,26-35,Male,Retired,62491,Middle Income,590,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9449,1529,Student Loan,21061.49,16.82,24,2023-05-04,Approved,64,51-65,Male,Unemployed,15719,Low Income,455,Poor,Surrey,British Columbia,Surrey Main Branch,1,0,0
9450,1555,Auto Loan,17905.18,8.7,48,2023-02-21,Approved,49,36-50,Female,Full-time,58264,Middle Income,688,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9451,1480,Mortgage,229974.53,12.59,12,2024-06-19,Approved,47,36-50,Female,Unemployed,15637,Low Income,657,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9452,1480,Student Loan,29350.96,8.64,24,2023-11-04,Rejected,47,36-50,Female,Unemployed,15637,Low Income,657,Fair,Montreal,Quebec,Montreal Main Branch,0,1,0
9453,1688,Mortgage,487286.93,12.42,36,2024-02-10,Paid Off,28,26-35,Female,Part-time,50491,Middle Income,614,Fair,Montreal,Quebec,Montreal Main Branch,0,0,0
9454,1966,Mortgage,451245.76,14.2,120,2023-06-19,Approved,35,26-35,Female,Part-time,40368,Middle Income,534,Poor,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9455,1507,Mortgage,340149.97,17.09,120,2024-06-18,Approved,65,51-65,Male,Retired,62387,Middle Income,503,Poor,Montreal,Quebec,Montreal Main Branch,1,0,0
9456,1611,Mortgage,289837.5,7.88,12,2024-03-12,Paid Off,28,26-35,Female,Full-time,60454,Middle Income,708,Good,Quebec City,Quebec,Quebec City Main Branch,0,0,0
